Class Name, Initialization Kind, Reason for Initialization
sun.security.ssl.CertificateAuthoritiesExtension$CHCertificateAuthoritiesProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateAuthoritiesExtension$CRCertificateAuthoritiesConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateAuthoritiesExtension$CRCertificateAuthoritiesProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateAuthoritiesExtension$CertificateAuthoritiesSpec, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateAuthoritiesExtension$CertificateAuthoritiesStringizer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateMessage$CertificateEntry, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateMessage$T12CertificateConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateMessage$T12CertificateMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateMessage$T12CertificateProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateMessage$T13CertificateConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateMessage$T13CertificateMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateMessage$T13CertificateProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateMessage$T13CertificateProducer$$Lambda$1625/0x0000007801458bb0, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateMessage$T13CertificateProducer$$Lambda$1626/0x0000007801458de0, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateMessage$T13CertificateProducer$$Lambda$1627/0x0000007801459028, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateMessage$T13CertificateProducer$$Lambda$1628/0x0000007801459268, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateRequest, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateRequest$ClientCertificateType, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateRequest$ClientCertificateType$$Lambda$1620/0x0000007801456f68, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateRequest$ClientCertificateType[], BUILD_TIME, arrays are initialized at build time
sun.security.ssl.CertificateRequest$T10CertificateRequestConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateRequest$T10CertificateRequestMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateRequest$T10CertificateRequestProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateRequest$T12CertificateRequestConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateRequest$T12CertificateRequestConsumer$$Lambda$1621/0x00000078014573c0, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateRequest$T12CertificateRequestConsumer$$Lambda$1622/0x00000078014575f0, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateRequest$T12CertificateRequestConsumer$$Lambda$1623/0x0000007801457838, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateRequest$T12CertificateRequestConsumer$$Lambda$1624/0x0000007801457e38, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateRequest$T12CertificateRequestMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateRequest$T12CertificateRequestProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateRequest$T13CertificateRequestConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateRequest$T13CertificateRequestMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateRequest$T13CertificateRequestProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateStatus, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateStatus$CertificateStatusAbsence, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateStatus$CertificateStatusConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateStatus$CertificateStatusMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateStatus$CertificateStatusProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateVerify, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateVerify$S30CertificateVerifyConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateVerify$S30CertificateVerifyMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateVerify$S30CertificateVerifyProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateVerify$T10CertificateVerifyConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateVerify$T10CertificateVerifyMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateVerify$T10CertificateVerifyProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateVerify$T12CertificateVerifyConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateVerify$T12CertificateVerifyMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateVerify$T12CertificateVerifyProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateVerify$T13CertificateVerifyConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateVerify$T13CertificateVerifyMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CertificateVerify$T13CertificateVerifyProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ChangeCipherSpec, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ChangeCipherSpec$T10ChangeCipherSpecConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ChangeCipherSpec$T10ChangeCipherSpecProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ChangeCipherSpec$T13ChangeCipherSpecConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CipherSuite, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CipherSuite$1, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CipherSuite$HashAlg, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CipherSuite$HashAlg[], BUILD_TIME, arrays are initialized at build time
sun.security.ssl.CipherSuite$KeyExchange, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CipherSuite$KeyExchange[], BUILD_TIME, arrays are initialized at build time
sun.security.ssl.CipherSuite$MacAlg, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CipherSuite$MacAlg[], BUILD_TIME, arrays are initialized at build time
sun.security.ssl.CipherSuite[], BUILD_TIME, arrays are initialized at build time
sun.security.ssl.CipherType, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CipherType[], BUILD_TIME, arrays are initialized at build time
sun.security.ssl.ClientAuthType, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ClientAuthType[], BUILD_TIME, arrays are initialized at build time
sun.security.ssl.ClientHandshakeContext, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ClientHello, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ClientHello$1, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ClientHello$ClientHelloConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ClientHello$ClientHelloKickstartProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ClientHello$ClientHelloMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ClientHello$ClientHelloProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ClientHello$D12ClientHelloConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ClientHello$D13ClientHelloConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ClientHello$T12ClientHelloConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ClientHello$T13ClientHelloConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ClientKeyExchange, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ClientKeyExchange$ClientKeyExchangeConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ClientKeyExchange$ClientKeyExchangeProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ConnectionContext, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ContentType, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ContentType[], BUILD_TIME, arrays are initialized at build time
sun.security.ssl.CookieExtension, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CookieExtension$CHCookieConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CookieExtension$CHCookieProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CookieExtension$CHCookieUpdate, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CookieExtension$CookieSpec, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CookieExtension$CookieStringizer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CookieExtension$HRRCookieConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CookieExtension$HRRCookieProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.CookieExtension$HRRCookieReproducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.DHClientKeyExchange, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.DHClientKeyExchange$DHClientKeyExchangeConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.DHClientKeyExchange$DHClientKeyExchangeMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.DHClientKeyExchange$DHClientKeyExchangeProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.DHKeyExchange, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.DHKeyExchange$DHECredentials, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.DHKeyExchange$DHEKAGenerator, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.DHKeyExchange$DHEPossession, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.DHKeyExchange$DHEPossessionGenerator, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.DHServerKeyExchange, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.DHServerKeyExchange$DHServerKeyExchangeConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.DHServerKeyExchange$DHServerKeyExchangeMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.DHServerKeyExchange$DHServerKeyExchangeProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.DummyX509KeyManager, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.DummyX509TrustManager, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECDHClientKeyExchange, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECDHClientKeyExchange$ECDHClientKeyExchangeConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECDHClientKeyExchange$ECDHClientKeyExchangeMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECDHClientKeyExchange$ECDHClientKeyExchangeProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECDHClientKeyExchange$ECDHEClientKeyExchangeConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECDHClientKeyExchange$ECDHEClientKeyExchangeProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECDHKeyExchange, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECDHKeyExchange$1, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECDHKeyExchange$ECDHECredentials, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECDHKeyExchange$ECDHEKAGenerator, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECDHKeyExchange$ECDHEPossession, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECDHKeyExchange$ECDHEPossessionGenerator, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECDHKeyExchange$ECDHEXDHKAGenerator, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECDHKeyExchange$ECDHKAGenerator, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECDHServerKeyExchange, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECDHServerKeyExchange$ECDHServerKeyExchangeConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECDHServerKeyExchange$ECDHServerKeyExchangeMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECDHServerKeyExchange$ECDHServerKeyExchangeProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECPointFormatsExtension, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECPointFormatsExtension$CHECPointFormatsConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECPointFormatsExtension$CHECPointFormatsProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECPointFormatsExtension$ECPointFormat, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECPointFormatsExtension$ECPointFormat[], BUILD_TIME, arrays are initialized at build time
sun.security.ssl.ECPointFormatsExtension$ECPointFormatsSpec, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECPointFormatsExtension$ECPointFormatsStringizer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ECPointFormatsExtension$SHECPointFormatsConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.EncryptedExtensions, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.EncryptedExtensions$EncryptedExtensionsConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.EncryptedExtensions$EncryptedExtensionsMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.EncryptedExtensions$EncryptedExtensionsProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.EphemeralKeyManager, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.EphemeralKeyManager$EphemeralKeyPair, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.EphemeralKeyManager$EphemeralKeyPair[], BUILD_TIME, arrays are initialized at build time
sun.security.ssl.ExtendedMasterSecretExtension, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ExtendedMasterSecretExtension$CHExtendedMasterSecretAbsence, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ExtendedMasterSecretExtension$CHExtendedMasterSecretConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ExtendedMasterSecretExtension$CHExtendedMasterSecretProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ExtendedMasterSecretExtension$ExtendedMasterSecretSpec, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ExtendedMasterSecretExtension$ExtendedMasterSecretStringizer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ExtendedMasterSecretExtension$SHExtendedMasterSecretAbsence, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ExtendedMasterSecretExtension$SHExtendedMasterSecretConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.ExtendedMasterSecretExtension$SHExtendedMasterSecretProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.Finished, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.Finished$1, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.Finished$FinishedMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.Finished$S30VerifyDataGenerator, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.Finished$T10VerifyDataGenerator, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.Finished$T12FinishedConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.Finished$T12FinishedProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.Finished$T12VerifyDataGenerator, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.Finished$T13FinishedConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.Finished$T13FinishedProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.Finished$T13VerifyDataGenerator, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.Finished$VerifyDataGenerator, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.Finished$VerifyDataScheme, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.Finished$VerifyDataScheme[], BUILD_TIME, arrays are initialized at build time
sun.security.ssl.HKDF, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HandshakeAbsence, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HandshakeConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HandshakeContext, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HandshakeHash, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HandshakeHash$CacheOnlyHash, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HandshakeHash$CloneableHash, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HandshakeHash$NonCloneableHash, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HandshakeHash$S30HandshakeHash, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HandshakeHash$T10HandshakeHash, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HandshakeHash$T12HandshakeHash, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HandshakeHash$T13HandshakeHash, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HandshakeHash$TranscriptHash, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HandshakeOutStream, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HandshakeProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HandshakeProducer[], BUILD_TIME, arrays are initialized at build time
sun.security.ssl.HelloCookieManager, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HelloCookieManager$Builder, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HelloCookieManager$D10HelloCookieManager, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HelloCookieManager$D13HelloCookieManager, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HelloCookieManager$T13HelloCookieManager, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HelloRequest, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HelloRequest$HelloRequestConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HelloRequest$HelloRequestKickstartProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HelloRequest$HelloRequestMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HelloRequest$HelloRequestProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HelloVerifyRequest, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HelloVerifyRequest$HelloVerifyRequestConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HelloVerifyRequest$HelloVerifyRequestMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.HelloVerifyRequest$HelloVerifyRequestProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.InputRecord, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.JsseJce, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.JsseJce$EcAvailability, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KAKeyDerivation, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyManagerFactoryImpl, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyManagerFactoryImpl$SunX509, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyManagerFactoryImpl$X509, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyShareExtension, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyShareExtension$CHKeyShareConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyShareExtension$CHKeyShareOnTradeAbsence, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyShareExtension$CHKeyShareProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyShareExtension$CHKeyShareSpec, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyShareExtension$CHKeyShareStringizer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyShareExtension$HRRKeyShareConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyShareExtension$HRRKeyShareProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyShareExtension$HRRKeyShareReproducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyShareExtension$HRRKeyShareSpec, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyShareExtension$HRRKeyShareStringizer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyShareExtension$KeyShareEntry, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyShareExtension$SHKeyShareAbsence, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyShareExtension$SHKeyShareConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyShareExtension$SHKeyShareProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyShareExtension$SHKeyShareSpec, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyShareExtension$SHKeyShareStringizer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyUpdate, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyUpdate$KeyUpdateConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyUpdate$KeyUpdateKickstartProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyUpdate$KeyUpdateMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyUpdate$KeyUpdateProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyUpdate$KeyUpdateRequest, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.KeyUpdate$KeyUpdateRequest[], BUILD_TIME, arrays are initialized at build time
sun.security.ssl.MaxFragExtension, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.MaxFragExtension$CHMaxFragmentLengthConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.MaxFragExtension$CHMaxFragmentLengthProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.MaxFragExtension$EEMaxFragmentLengthConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.MaxFragExtension$EEMaxFragmentLengthProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.MaxFragExtension$EEMaxFragmentLengthUpdate, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.MaxFragExtension$MaxFragLenEnum, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.MaxFragExtension$MaxFragLenEnum[], BUILD_TIME, arrays are initialized at build time
sun.security.ssl.MaxFragExtension$MaxFragLenSpec, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.MaxFragExtension$MaxFragLenStringizer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.MaxFragExtension$SHMaxFragmentLengthConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.MaxFragExtension$SHMaxFragmentLengthProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.MaxFragExtension$SHMaxFragmentLengthUpdate, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.NamedGroup, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.NamedGroup$ECDHEScheme, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.NamedGroup$FFDHEScheme, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.NamedGroup$NamedGroupScheme, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.NamedGroup$NamedGroupScheme[], BUILD_TIME, arrays are initialized at build time
sun.security.ssl.NamedGroup$NamedGroupSpec, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.NamedGroup$NamedGroupSpec[], BUILD_TIME, arrays are initialized at build time
sun.security.ssl.NamedGroup$SupportedGroups, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.NamedGroup$XDHScheme, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.NamedGroupCredentials, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.NamedGroupPossession, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.NamedGroup[], BUILD_TIME, arrays are initialized at build time
sun.security.ssl.NewSessionTicket, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.NewSessionTicket$NewSessionTicketMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.NewSessionTicket$T12NewSessionTicketConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.NewSessionTicket$T12NewSessionTicketMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.NewSessionTicket$T12NewSessionTicketProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.NewSessionTicket$T13NewSessionTicketConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.NewSessionTicket$T13NewSessionTicketMessage, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.NewSessionTicket$T13NewSessionTicketProducer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.OutputRecord, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.OutputRecord$T13PaddingHolder, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.Plaintext, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.Plaintext[], BUILD_TIME, arrays are initialized at build time
sun.security.ssl.PostHandshakeContext, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.PreSharedKeyExtension, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.PreSharedKeyExtension$CHPreSharedKeyConsumer, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.PreSharedKeyExtension$CHPreSharedKeyOnLoadAbsence, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.PreSharedKeyExtension$CHPreSharedKeyOnTradeAbsence, BUILD_TIME, Core JDK classes are initialized at build time
